fdc_id	name	Protein	Lipids	Saturated Fats	Monounsaturated Fats	Polyunsaturated	Carbohydrates	Total Sugars	Dietary Fiber	Water	Calcium	Iron	Magnesium	Phosphorus	Potassium	Sodium	Zinc	Copper	Iodine	Manganese	Selenium	Vitamin A	Vitamin E	Vitamin D	Vitamin C	Thiamin	Riboflavin	Niacin	Pantothenic acid	Vitamin B-6	Folate, total	Vitamin B-12	Choline	Vitamin K	Tryptophan	Threonine	Isoleucine	Leucine	Lysine	Methionine	Phenylalanine	Valine	Histidine
747447	Broccoli, raw	2.57	0.34	0.039	0.011	0.017	6.27	1.4	2.4	90	46	0.69	21	67	303	36	0.42	0.059	0	0.197	1.6	8	0.15	0	91.3	0.077	0.114	0.639	0.61	0.191	65	0	0	102	0.033	0.088	0.079	0.129	0.135	0.038	0.117	0.125	0.059
747448	Strawberries, raw	0.64	0.22	0	0	0	7.63	5.34	1.8	91.1	12	0.28	11.8	20	89	10	0.18	0.119	0	0.28	0.4	1	0	0	56	0.025	0.016	0.386	0.122	0.035	8	0	0	2.1	0	0	0	0	0	0	0	0	0
747693	Ketchup, restaurant	1.11	0.55	0	0	0	26.8	21.8	0	68.5	14	0.43	13.5	25	249	949	0.16	0.066	0	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
747997	Eggs, Grade A, Large, egg white	10.7	0	0	0	0	2.36	0	0	86.3	0	0	0	0	0	0	0	0	0	0	17.9	0	0	0	0	0	0.391	0	0	0	0	0	0	0	0.188	0.567	0.609	1.02	0.822	0.486	0.726	0.779	0.257
748236	Eggs, Grade A, Large, egg yolk	16.2	28.8	0	0	0	1.02	0	0	52.1	0	0	0	0	0	0	0	0	0	0	55.8	0	5.64	0	0	0	0.467	0	0	0	0	0	0	0	0.174	0.789	0.766	1.35	1.2	0.398	0.673	0.846	0.369
748278	Oil, canola	0	0	6.61	62.6	25.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
748323	Oil, corn	0	0	13.4	27.7	52.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
748366	Oil, soybean	0	0	14.9	22.1	57.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
748608	Oil, olive, extra virgin	0	0	15.4	69.2	9.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
748967	Eggs, Grade A, Large, egg whole	12.4	9.96	3.2	3.63	1.82	0.96	0.2	0	75.8	48	1.67	11.4	184	132	129	1.24	0	49.1	0	31.1	180	0	2.46	0	0.077	0.419	0	0	0.063	71	1.02	335	0	0.166	0.594	0.616	1.05	0.832	0.418	0.66	0.734	0.283
749420	Pork, cured, bacon, cooked, restaurant	40.9	36.5	12.6	15.8	6	2.1	3.14	0	14.2	13	1.28	36.5	415	557	1830	3.56	0.13	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
789828	Butter, stick, unsalted	0	81.5	0	0	0	0	0	0	17.4	14	0.03	1.6	19	19	10	0.07	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
789890	Flour, wheat, all-purpose, enriched, bleached	10.9	1.48	0	0	0	77.3	0	0	9.83	19	5.62	26.7	108	136	2	0.72	0.155	0	0.758	15.7	0	0	0	0	0.939	0.443	6.74	0	0.066	160	0	0	0	0	0	0	0	0	0	0	0	0
789951	Flour, wheat, all-purpose, enriched, unbleached	13.1	1.48	0	0	0	73.2	0	0	11.7	21	5.41	33.3	115	135	4	0.9	0.172	0	0.875	14.2	0	0	0	0	1.05	0.467	7.07	0	0.079	159	0	0	0	0	0	0	0	0	0	0	0	0
790018	Flour, wheat, all-purpose, unenriched, unbleached	12	1.7	0	0	0	74.6	0	3	11.1	22	1.18	36.1	134	150	2	1.15	0.212	0	0.819	20.1	0	0	0	0	0.298	0	1.59	0	0.085	23	0	0	0	0	0	0	0	0	0	0	0	0
790085	Flour, whole wheat, unenriched	15.1	2.73	0	0	0	71.2	0	10.6	9.44	38	3.86	136	352	376	3	3.24	0.452	0	3.56	23.6	0	0	0	0	0.504	0.128	5.55	0	0.268	39	0	0	0	0	0	0	0	0	0	0	0	0
790146	Flour, bread, white, enriched, unbleached	14.3	1.65	0	0	0	72.8	0	0	10.7	19	5.55	35.9	124	127	3	1.06	0.194	0	0.751	33.3	0	0	0	0	0.953	0.436	6.56	0	0.079	145	0	0	0	0	0	0	0	0	0	0	0	0
790214	Flour, rice, white, unenriched	6.94	1.3	0	0	0	79.8	0	0.5	11.6	6	0.22	22.9	94	75	5	1.19	0.209	0	0.892	5.3	0	0	0	0	0.09	0	1.25	0	0.052	16	0	0	0	0	0	0	0	0	0	0	0	0
790276	Flour, corn, yellow, fine meal, enriched	6.2	1.74	0	0	0	80.8	1.04	4.3	10.8	0	4.44	30.1	92	144	0	0.62	0.082	0	0.172	8.3	0	0	0	0	0.662	0.354	5.75	0	0.13	155	0	0	0	0	0	0	0	0	0	0	0	0
790508	Butter, stick, salted	0	82.2	45.6	16.9	2.52	0	0.58	0	15.8	21	0.06	1.6	22	23	524	0.07	0.006	0	0.005	0	758	0	0.4	0	0	0	0	0	0	5	0	0	0	0.01	0.025	0.022	0.05	0.07	0.013	0.025	0.03	0.012
790577	Onions, red, raw	0.94	0.1	0	0	0	9.93	5.76	2.2	88.6	17	0.24	11.4	41	197	1	0.17	0.058	0	0.119	0.5	0	0	0	8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
790646	Onions, yellow, raw	0.83	0.05	0	0	0	8.61	5.82	1.9	90.1	15	0.28	9	34	182	1	0.2	0.035	0	0.144	0	0	0	0	8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
790774	Bananas, overripe, raw	0.73	0.22	0	0	0	20.1	0	1.7	78.3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9.7	0.04	0	0.57	0	0.234	25	0	0	0.2	0	0	0	0	0	0	0	0	0
790991	Bananas, ripe and slightly ripe, raw	0.74	0.29	0	0	0	23	0	1.7	75.3	5	0	28	22	326	0	0.16	0.101	0	0.258	0	1	0	0	12.3	0.056	0	0.662	0	0.209	14	0	0	0.1	0	0	0	0	0	0	0	0	0
1104647	Garlic, raw	6.62	0.38	0	0	0	28.2	0	2.7	63.1	0	0	0	0	0	0	0	0	0	0	9.8	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1104705	Flour, soy, defatted	51.1	3.33	0	0	0	32.9	0	0	6.24	338	7.34	313	726	2480	2	4.44	1.51	0	3.81	45.8	0	0	0	0	0.542	0.298	3.43	0	0.618	0	0	0	0	0.616	1.97	2.31	4.11	3.06	0.622	2.86	2.31	1.27
1104766	Flour, soy, full-fat	38.6	20.7	0	0	0	27.9	0	0	7.85	258	9.51	254	607	1860	2	3.75	1.09	0	3.16	14.3	0	0	0	0	0.362	0.363	2.74	0	0.34	0	0	0	0	0.45	1.48	1.74	3.06	2.14	0.485	2.15	1.74	0.95
1104812	Flour, rice, brown	7.19	3.85	0	0	0	75.5	0	0	12.1	10	1.5	124	319	265	1	1.91	0.286	0	2.84	9.68	0	0	0	0	0.322	0.008	5.99	0	0.132	0	0	0	0	0	0	0	0	0	0	0	0	0
1104867	Flour, rice, glutinous	6.69	1.16	0	0	0	80.1	0	0	11.8	10	0.34	21.2	63	80	6	1.34	0.17	0	0.995	2	0	0	0	0	0.053	0	1.12	0	0.044	0	0	0	0	0	0	0	0	0	0	0	0	0
1104913	Flour, pastry, unenriched, unbleached	8.75	1.64	0	0	0	77.2	0	0	11.9	17	0.87	22.4	102	142	1	0.74	0.159	0	0.635	5	0	0	0	0	0.146	0	0.988	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0
1104962	Onions, white, raw	0.89	0.13	0	0	0	7.68	5.76	1.2	91.3	21	0.15	9.3	29	141	2	0.12	0.047	0	0.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105073	Bananas, overripe, raw	0.73	0.22	0	0	0	20.1	15.8	1.7	78.3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9.7	0.04	0	0.57	0	0.234	25	0	0	0.2	0	0	0	0	0	0	0	0	0
1105314	Bananas, ripe and slightly ripe, raw	0.74	0.29	0	0	0	23	15.8	1.7	75.3	5	0	28	22	326	0	0.16	0.101	0	0.258	0	1	0	0	12.3	0.056	0	0.662	0	0.209	14	0	0	0.1	0	0	0	0	0	0	0	0	0
1105430	Apples, red delicious, with skin, raw	0.19	0.21	0	0	0	14.8	11.1	2	84.7	5	0	4.7	9	95	0	0.02	0.024	0	0.03	0	0	0	0	0	0.009	0.066	0.09	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0
1105547	Apples, honeycrisp, with skin, raw	0.1	0.1	0	0	0	14.7	11.7	1.7	85	4	0	4.2	8	98	0	0.02	0.023	0	0.04	0	0	0	0	0	0.009	0.074	0.074	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0
1105664	Apples, granny smith, with skin, raw	0.27	0.14	0	0	0	14.2	10.5	2.5	85.1	5	0.07	5.1	10	116	0	0.02	0.035	0	0.039	0	0	0	0	0	0.018	0.075	0.11	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0
1105781	Apples, gala, with skin, raw	0.13	0.15	0	0	0	14.8	11.3	2.1	84.6	7	0.06	5	8	106	0	0.02	0.034	0	0.04	0	0	0	0	0	0.011	0.069	0.09	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0
1105897	Apples, fuji, with skin, raw	0.15	0.16	0	0	0	15.7	12.6	2.1	83.6	6	0.02	4.7	10	104	1	0.02	0.033	0	0.033	0	0	0	0	0	0.006	0.068	0.091	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0
1750337	Soy milk, unsweetened, plain, shelf stable	3.546875	2.125	0.3138	0.4163	1.154	1.293125	0.5569	0	92.4	101	0.5416	21.54	68.65	158.2	34.28	0.3118	0.1078	0	0.2077	1.942	58.2	0.1557	0.681	0	0.06319	0.084	0.2356	0	0.05525	19.69	0.3931	0	0	0.04625	0.1281	0.145	0.2494	0.2206	0.04625	0.175	0.1419	0.0975
1750338	Almond milk, unsweetened, plain, shelf stable	0.5546875	1.221	0.1038	0.7288	0.2763	0.3371125	0	0	97.4	172.7	0.2899	6.785	29.85	30.79	59.58	0.1718	0.02126	0	0.04497	0	41.4	3.323	0.927	0	0	0.03339	0.07438	0	0	0	0.3375	0	0	0	0	0	0	0	0	0	0	0
1750339	Apples, red delicious, with skin, raw	0.1875	0.2125	0	0	0	14.7817	12.221	2.043	84.67	4.656	0	4.695	9.183	95.31	0	0.01964	0.02429	0	0.02948	0	0	0	0	0	0.00875	0.06625	0.09	0	0.02131	0	0	0	0	0	0	0	0	0	0	0	0	0
1750340	Apples, fuji, with skin, raw	0.1484375	0.1625	0	0	0	15.6511625	13.332	2.075	83.61	5.975	0.015	4.67	9.78	103.8	1.013	0.01676	0.03279	0	0.03263	0	0	0	0	0	0.00625	0.0675	0.09063	0	0.03544	0	0	0	0	0	0	0	0	0	0	0	0	0
1750341	Apples, gala, with skin, raw	0.1328125	0.15	0	0	0	14.7680875	11.835	2.109	84.65	6.639	0.06013	4.947	8.435	105.9	0.2788	0.02349	0.03394	0	0.04004	0	0	0	0	0	0.01125	0.06875	0.08938	0	0.03175	0.8125	0	0	0	0	0	0	0	0	0	0	0	0
1750342	Apples, granny smith, with skin, raw	0.265625	0.1375	0	0	0	14.142975	10.651	2.514	85.14	5.483	0.06963	5.055	9.859	115.9	0	0.02276	0.03544	0	0.03934	0	0	0	0	0	0.01688	0.075	0.11	0	0.02788	0	0	0	0	0	0	0	0	0	0	0	0	0
1750343	Apples, honeycrisp, with skin, raw	0.1015625	0.1	0	0	0	14.6819375	12.368	1.721	85.03	3.874	0	4.151	7.852	98.04	0.1375	0.01828	0.0234	0	0.0397	0	0	0	0	0	0.00875	0.07375	0.07375	0	0.03275	0	0	0	0	0	0	0	0	0	0	0	0	0
1750344	Mushroom, lion's mane	2.5	0.2563	0	0	0	7.5897	0	0	88.57	0	0.6883	11.72	93.95	443.3	0.3363	0.7448	0.1771	0	0.1796	1.773	0	0	0	0	0.1463	0	1.626	0	0.0655	29.58	0	0	0	0	0	0	0	0	0	0	0	0
1750345	Mushroom, oyster	2.89875	0.1875	0	0	0	6.94125	0	0	89.24	0	0.6981	13.91	86.24	281.6	1.128	0.6843	0.1064	0	0.08554	1.379	0	0	0	0	0.07	0	5.751	0	0.09888	63.14	0	0	0	0	0	0	0	0	0	0	0	0
1750346	Mushrooms, shiitake	2.414375	0.195	0	0	0	8.170625	0	0	88.6	0.7663	0.1443	14.06	75.82	243	0.9363	0.7641	0.04978	0	0.1734	1.244	0	0	0	0	0.00125	0	2.741	0	0.1593	32.13	0	0	0	0	0	0	0	0	0	0	0	0
1750347	Mushrooms, white button	2.890625	0.3708	0	0	0	4.079375	0	0	91.83	5.465	0.2267	10.16	93.05	373	6.443	0.511	0.3888	0	0.0538	20.05	0	0	0	0	0.065	0	3.883	0	0.07683	34.76	0	0	0	0	0	0	0	0	0	0	0	0
1750348	Oil, peanut	0	0	16.2	57.14	19.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.23	0	0	0	0	0	0	0	0	0	0	4.263	0	0	0	0	0	0	0	0	0
1750349	Oil, sunflower	0	0	8.991	63.37	20.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.48	0	0	0	0	0	0	0	0	0	0	6.925	0	0	0	0	0	0	0	0	0
1750350	Oil, safflower	0	0	7.651	71.63	13.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.95	0	0	0	0	0	0	0	0	0	0	5.344	0	0	0	0	0	0	0	0	0
1750351	Oil, olive, extra light	0	0	15.82	66.63	10.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.88	0	0	0	0	0	0	0	0	0	0	26.04	0	0	0	0	0	0	0	0	0
1750352	Spinach, baby	2.851875	0.6188	0	0	0	2.406325	0	1.558	92.52	68.35	1.261	92.86	39.05	581.8	111.4	0.4471	0.08181	0	0.4884	0	283.119817	0	0	26.52	0.07688	0.1935	0.5506	0	0.1946	116.5	0	0	0	0	0	0	0	0	0	0	0	0
1750353	Spinach, mature	2.90625	0.6044	0	0	0	2.64135	0	1.588	92.43	66.64	1.054	92.96	40.56	459.7	106.6	0.4229	0.07883	0	0.4257	0	306	0	0	30.27	0.0765	0.192	0.51	0	0.2143	113.4	0	0	0	0	0	0	0	0	0	0	0	0
1750354	Tomato, roma	0.695625	0.425	0	0	0	3.837475	0	0.9706	94.73	9.963	0.1031	8.089	19.09	192.8	0	0.08245	0.03198	0	0.0869	0	23.9	0	0	17.75	0.05575	0	0.5331	0	0.07894	9.994	0	0	0	0	0	0	0	0	0	0	0	0
1999626	Mushroom, lion's mane	2.5	0.2563	0	0	0	7.5897	0	4.376	88.57	0	0.6883	11.72	93.95	443.3	0.3363	0.7448	0.1771	0	0.1796	1.773	0	0	0.0212	0	0.1463	0.3631	1.626	0	0.0655	29.58	0	0	0	0	0	0	0	0	0	0	0	0
1999627	Mushroom, oyster	2.89875	0.1875	0	0	0	6.94125	0	2.85	89.24	0	0.6981	13.91	86.24	281.6	1.128	0.6843	0.1064	0	0.08554	1.379	0	0	0.0406	0	0.07	0.2438	5.751	0	0.09888	63.14	0	0	0	0	0	0	0	0	0	0	0	0
1999628	Mushrooms, shiitake	2.414375	0.195	0	0	0	8.170625	0	4.166	88.6	0.7663	0.1443	14.06	75.82	243	0.9363	0.7641	0.04978	0	0.1734	1.244	0	0	0.0562	0	0.00125	0.2163	2.741	0	0.1593	32.13	0	0	0	0	0	0	0	0	0	0	0	0
1999629	Mushrooms, white button	2.890625	0.3708	0	0	0	4.079375	0	1.717	91.83	5.465	0.2267	10.16	93.05	373	6.443	0.511	0.3888	0	0.0538	20.05	0	0	0.0217	0	0.065	0.4442	3.883	0	0.07683	34.76	0	0	0	0	0	0	0	0	0	0	0	0
1999630	Soy milk, unsweetened, plain, shelf stable	3.546875	2.125	0.3138	0.4163	1.154	1.293125	0.5569	0	92.4	101	0.5416	21.54	68.65	158.2	34.28	0.3118	0.1078	0	0.2077	1.942	58.2	0.1557	0.681	0	0.06319	0.084	0.2356	0	0.05525	19.69	0.3931	0	0	0.04625	0.1281	0.145	0.2494	0.2206	0.04625	0.175	0.1419	0.0975
1999631	Almond milk, unsweetened, plain, shelf stable	0.5546875	1.221	0.1038	0.7288	0.2763	0.3371125	0	0	97.4	172.7	0.2899	6.785	29.85	30.79	59.58	0.1718	0.02126	0	0.04497	0	41.4	3.323	0.927	0	0	0.03339	0.07438	0	0	0	0.3375	0	0	0	0	0	0	0	0	0	0	0
1999632	Spinach, baby	2.851875	0.6188	0	0	0	2.406325	0	1.558	92.52	68.35	1.261	92.86	39.05	581.8	111.4	0.4471	0.08181	0	0.4884	0	283	0	0	26.52	0.07688	0.1935	0.5506	0	0.1946	116.5	0	0	0	0	0	0	0	0	0	0	0	0
1999633	Spinach, mature	2.90625	0.6044	0	0	0	2.64135	0	1.588	92.43	66.64	1.054	92.96	40.56	459.7	106.6	0.4229	0.07883	6.088	0.4257	0	306	0	0	30.27	0.0765	0.192	0.51	0	0.2143	113.4	0	0	0	0	0	0	0	0	0	0	0	0
1999634	Tomato, roma	0.695625	0.425	0	0	0	3.837475	0	0.9706	94.73	9.963	0.1031	8.089	19.09	192.8	0	0.08245	0.03198	0	0.0869	0	23.9	0	0	17.75	0.05575	0	0.5331	0	0.07894	9.994	0	0	0	0	0	0	0	0	0	0	0	0
2003586	Flour, 00	11.4	1.52	0	0	0	74.4462	0	2.656	12.17	18.68	0.9863	25.8	106.2	135.5	0	0.791	0.1675	0	0.5516	10.3	0	0	0	0	0.125	0.09125	1.364	0	0.05513	13.46	0	0	0	0	0	0	0	0	0	0	0	0
2003587	Flour, spelt, whole grain	14.475	2.543	0	0	0	70.723	0	9.339	10.72	30.04	3.769	123.8	361.7	349.8	0	3.591	0.5313	0	2.943	9.479	0	0	0	0	0.2981	0.1431	5.466	0	0.2355	38.42	0	0	0	0	0	0	0	0	0	0	0	0
2003588	Flour, semolina, coarse and semi-coarse	11.73125	1.597	0	0	0	73.82345	0	3.216	12.24	17.16	1.547	35.21	129.8	173.8	0	0.947	0.2273	0	0.647	29.79	0	0	0	0	0.405	0.2467	3.632	0	0.08283	167.7	0	0	0	0	0	0	0	0	0	0	0	0
2003589	Flour, semolina, fine	13.33125	1.838	0	0	0	71.98575	0	3.683	12.11	19.76	2.431	46.28	163.1	207.8	0.4263	1.24	0.2855	0	0.842	44.07	0	0	0	0	0.695	0.34	5.599	0	0.1082	163.6	0	0	0	0	0	0	0	0	0	0	0	0
2003590	Apple juice, with added vitamin C, from concentrate, shelf stable	0.0859375	0.2863	0	0	0	11.3639625	10.295	0	88.14	7.099	0.04016	4.861	5.987	95.87	4.872	0.002125	0.003401	0	0.0271	0	0	0	0	51.16	0	0	0.01031	0	0.01388	3.088	0	0	0	0	0	0	0	0	0	0	0	0
2003591	Orange juice, no pulp, not fortified, from concentrate, refrigerated	0.734375	0.325	0	0	0	10.340625	8.276	0	88.25	12.81	0.06458	10.64	18.15	179.5	5.231	0.03189	0.03218	0	0.02986	0	0	0	0	26.89	0.07006	0	0.04031	0	0.04288	29.85	0	0	0	0	0	0	0	0	0	0	0	0
2003592	Grape juice, purple, with added vitamin C, from concentrate, shelf stable	0.2578125	0.2875	0	0	0	15.6227875	14.036	0	83.71	9.741	0.04092	7.873	11.95	49.78	4.019	0.0571	0.01469	0	0.1658	0	0	0	0	45.61	0.02588	0	0.01638	0	0.03869	0.6644	0	0	0	0	0	0	0	0	0	0	0	0
2003593	Grape juice, white, with added vitamin C, from concentrate, shelf stable	0.09375	0.265	0	0	0	15.84375	14.446	0	83.66	7.318	0.1191	4.274	12.57	49.01	7.188	0.01773	0.004458	0	0.06128	0	0	0	0	55.25	0	0	0.005875	0	0.01413	1.731	0	0	0	0	0	0	0	0	0	0	0	0
2003594	Cranberry juice, not fortified, from concentrate, shelf stable	0	0.3375	0	0	0	7.26375	3.413	0	92.3	6.641	0.1257	4.381	3.299	70.58	6.341	0.0412	0.01316	0	0.2111	0	0	0	0	0	0.0175	0	0.0095	0	0.00925	8.968	0	0	0	0	0	0	0	0	0	0	0	0
2003595	Grapefruit juice, red, not fortified, not from concentrate, refrigerated	0.5703125	0.2669	0	0	0	9.1021875	7.116	0	89.84	8.879	0.01529	7.748	14.58	128.3	1.031	0.02739	0.02411	0	0.01548	0	0	0	0	24.14	0.03275	0	0.01875	0	0.022	19.02	0	0	0	0	0	0	0	0	0	0	0	0
2003596	Tomato juice, with added ingredients, from concentrate, shelf stable	0.859375	0.2875	0	0	0	4.320625	2.567	0	93.6	9.744	0.2988	10.43	18.54	197.6	235.6	0.104	0.05745	0	0.05834	0	0	0	0	49.8	0.04188	0	0.0865	0	0.07613	18.93	0	0	0	0	0	0	0	0	0	0	0	0
2003597	Orange juice, no pulp, not fortified, not from concentrate, refrigerated	0.8125	0.3563	0	0	0	10.0124	8.077	0	88.48	9.288	0.07061	10.26	18.96	182.8	0.075	0.03206	0.03529	0	0.02774	0	0	0	0	30.54	0.07456	0	0.02906	0	0.04113	28.98	0	0	0	0	0	0	0	0	0	0	0	0
2003598	Mushroom, portabella	2.75	0.3117	0	0	0	4.6583	0	1.879	91.48	3.235	0.139	9.037	87.48	349.3	5.312	0.3888	0.2033	0	0.04873	14.67	0	0	0	0	0.005167	0.465	3.898	0	0.09692	0	0	0	0	0	0	0	0	0	0	0	0	0
2003599	Mushroom, king oyster	2.40625	0.3075	0	0	0	8.50065	0	3.009	88.13	0	0.3381	13.51	89.86	294.5	0.7713	0.6254	0.047	0	0.09125	1.203	0	0	0.07	0	0.006375	0.2438	6.451	0	0.1188	0	0	0	0	0	0	0	0	0	0	0	0	0
2003600	Mushroom, enoki	2.416875	0.245	0	0	0	8.141425	0	2.945	88.29	1.432	1.275	12.84	84.1	402.3	0.4167	0.4815	0.09342	0	0.09013	0	0	0	0	0	0.012	0.24	6.987	0	0.1188	0	0	0	0	0	0	0	0	0	0	0	0	0
2003601	Mushroom, crimini	3.09375	0.1967	0	0	0	4.01455	0	1.781	91.82	4.105	0.3115	10.25	100.5	380.3	4.572	0.5123	0.3212	0	0.06095	15.31	0	0	0	0	0.004167	0.5167	4.17	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0
2003602	Mushroom, maitake	2.203125	0.265	0	0	0	6.604375	0	3.071	90.37	0	0.2089	11.04	72.38	260	0.345	0.7629	0.2719	0	0.0584	3.269	0	0	1.6	0	0.009875	0.2694	6.763	0	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0
2003603	Mushroom, beech	2.18	0.4494	0	0	0	6.7593	0	3.139	89.85	0.4325	0.7388	10.49	85.9	375.9	0.8913	0.4978	0.07302	0	0.156	0.38	0	0	0.37	0	0.007875	0.2075	6.4	0	0.1054	0	0	0	0	0	0	0	0	0	0	0	0	0
2003604	Mushroom, pioppini	3.5	0.24	0	0	0	5.7637	0	2.753	89.56	0	0.486	15.99	120.6	392.4	0	0.8573	0.2755	0	0.09791	4.121	0	0	0	0	0.01213	0.4263	6.224	0	0.1023	0	0	0	0	0	0	0	0	0	0	0	0	0
2257044	Soy milk, sweetened, plain, refrigerated	2.776875	1.957	0	0	0	2.996125	0	0	91.52	154.8	0.3666	17.46	45.96	117.9	39.44	0.2636	0.09561	0	0.1596	0	0	0	4.63	0	0.04357	0.3307	0.1329	0	0.03643	15.81	1.327	0	2.8	0.03429	0.1	0.1	0.2	0.2	0.03286	0.1571	0.1014	0.1
2257045	Almond milk, unsweetened, plain, refrigerated	0.65625	1.558	0	0	0	0.67075	0	0	96.52	157.5	0.1247	8.249	19.08	49.27	59.22	0.07661	0.02688	0	0.05642	0	0	0	1.59	0	0.005	0.08333	0.08875	0	0	0	0.4492	0	0	0.00125	0.01	0.02625	0.04625	0.03125	0.00125	0.0425	0.0175	0.01375
2257046	Oat milk, unsweetened, plain, refrigerated	0.796875	2.749	0	0	0	5.100325	2.3216	0	90.56	148.5	0.2612	5.909	89.18	148.4	41.98	0.09062	0.02712	0	0.1262	0	0	0	1.7	0	0.04	0.2807	0.09625	0	0.0065	0	0.5064	0	0.4	0.00875	0.0225	0.025	0.08125	0.06125	0.01	0.0725	0.0325	0.0175
2258586	Carrots, mature, raw	0.94125	0.3506	0	0	0	10.26755	0	3.095	87.72	30.48	0.1504	12.45	39.81	279.6	86.65	0.2364	0.06148	0	0.1301	0	0	0	0	0	0.065	0.095	1.406	0	0.1456	37.06	0	0	0	0	0	0	0	0	0	0	0	0
2258587	Carrots, baby, raw	0.805	0.1375	0	0	0	9.0787	0	2.694	89.3	42.23	0.088	11.06	29.58	237.3	62.66	0.1597	0.04062	0	0.09288	0	0	0	0	0	0.04381	0.1156	0.7413	0	0.1146	43.65	0	0	0	0	0	0	0	0	0	0	0	0
2258588	Peppers, bell, green, raw	0.715	0.1063	0	0	0	4.7781	0	0.9419	94.12	7.496	0.1861	9.004	16.75	163.1	0	0.1256	0.05775	0	0.09991	0	0	0	0	99.51	0.03906	0.08875	0.6363	0	0.2468	22.21	0	0	0	0	0	0	0	0	0	0	0	0
2258589	Peppers, bell, yellow, raw	0.819375	0.1211	0	0	0	6.601725	0	1.071	92.08	6.686	0.3596	10.34	24.76	197.3	0	0.193	0.04529	0	0.1417	0	0	0	0	138.8	0.04867	0.09778	0.91	0	0.2918	41.63	0	0	0	0	0	0	0	0	0	0	0	0
2258590	Peppers, bell, red, raw	0.895625	0.1256	0	0	0	6.653175	0	1.158	91.93	6.361	0.3533	10.98	26.59	212.7	0	0.2023	0.03983	0	0.1328	0	0	0	0	141.7	0.05494	0.1422	1.024	0	0.3027	47.32	0	0	0	0	0	0	0	0	0	0	0	0
2258591	Peppers, bell, orange, raw	0.881875	0.1556	0	0	0	6.703125	0	0.9674	91.88	4.899	0.3652	10.43	26.59	200.8	0	0.2422	0.0351	0	0.1491	0.3	0	0	0	158.3	0.05456	0.1017	1.078	0	0.3324	0	0	0	0	0	0	0	0	0	0	0	0	0
2259792	Buttermilk, low fat	3.464978	1.081	0.5525	0.1988	0	4.811522	0	0	89.79	120.1	0.01325	11.03	92.19	158	92.49	0.4263	0.00135	34.16	0	0	0	0	0.543	0	0.0485	0.1963	0.1275	0	0.03931	0	0	0	0.3	0	0	0	0	0	0	0	0	0
2259793	Yogurt, plain, whole milk	3.824172	4.484	2.316	0.8738	0	5.574928	4.0936	0	85.27	126.8	0	11.45	101.2	164.1	41.78	0.4283	0.003175	32.33	0.001539	0	0	0	0.778	0	0.05519	0.2431	0.135	0	0.04506	0	0	0	1.1	0	0	0	0	0	0	0	0	0
2259794	Yogurt, Greek, plain, whole milk	8.77888	4.394	2.393	0.9575	0	4.75402	3.2474	0	81.32	110.9	0	10.7	125.9	146.9	33.76	0.473	0.009513	42.28	0.005738	0	0	0	0	0	0.05525	0.2444	0.2269	0	0.04394	0	0	0	1.2	0	0	0	0	0	0	0	0	0
